Pompeii,I.9,3,4,,Casa di Successus,House
Pompeii,I.9,4,,,(Unnamed),Tavern
Pompeii,I.9,5,"6,7",,Casa dei Cubicoli floreali o del Frutteto,House
Pompeii,I.9,8,,,(Unnamed),Workshop
Pompeii,I.9,"9,10",,,(Unnamed),House
Pompeii,I.9,11,12,,Caupona,Tavern
Pompeii,I.9,12,11,,(Unnamed),Tavern
Pompeii,I.9,13,14,,Casa di Cerere,House
Pompeii,I.10,1,,,(Unnamed),Workshop
Pompeii,I.10,"2,3",,,(Unnamed),Tavern
Pompeii,I.10,4,14-17,,Casa del Menandro,House
Pompeii,I.10,6,5,,,Workshop
Pompeii,I.10,7,,,Casa del fabbro,House
Pompeii,I.10,8,,,Tessitoria di Minucius,House
Pompeii,I.10,9,,,,Workshop
Pompeii,I.10,11,10,,Casa degli amanti,House
Pompeii,I.10,12,,,,Workshop
Pompeii,I.10,13,,,,Tavern 
Pompeii,I.10,18,,,(Unnamed),House
Pompeii,I.11,1,connected to 2,,Caupona,Tavern
Pompeii,I.11,2,connected to 1,,(Unnamed),Commercial Space
Pompeii,I.11,3,,,(Unnamed),Workshop
Pompeii,I.11,4,,,(Unnamed),Shop
Pompeii,I.11,5,8,,(Unnamed),House
Pompeii,I.11,6,7,,Casa della Venere in bikini,House
Pompeii,I.11,11,"10, connected to 12",,Caupona di Euxinus,Tavern
Pompeii,I.11,12,,,(Unnamed),House?
Pompeii,I.11,13,,,(Unnamed),House
Pompeii,I.11,14,,,(Unnamed),House
Pompeii,I.11,15,9,,Casa del Primo Piano,House
Pompeii,I.11,16,,,(Unnamed),Inn
Pompeii,I.11,17,,,(Unnamed),House
Pompeii,I.12,1,2,,Panificio di Sotericus,"Workshop, Bakery"
Pompeii,I.12,3,,,Caupona di Sotericus,Tavern and Store (?)
Pompeii,I.12,4,,,Officina di un musivarius o di un feltraio,Workshop
Pompeii,I.12,5,,,Caupona all'insegna di Africa o di Alessandra,Tavern
Pompeii,I.12,6,,,(Unnamed),House
Pompeii,I.12,7,,,(Unnamed),House
Pompeii,I.12,8,,,"Officina del ""garum"" degli Umbricii",House
Pompeii,I.12,9,14,,(Unnamed),House
Pompeii,I.12,11,10,,Casa dei Pittori,House
Pompeii,I.12,"12,13",,,Caupona,Shop
Pompeii,I.12,15,,,Caupona,House
Pompeii,I.12,16,,,(Unnamed),House
Pompeii,I.13,1,,,(Unnamed),House
Pompeii,I.13,"2,2a ",,,Casa di Sutoria Primigenia,House
Pompeii,I.13,3,,,,Workshop
Pompeii,I.13,"4,5,6",,,Casa di Taedia Secunda,Workshop
Pompeii,I.13,7,,,(Unnamed),Inn
Pompeii,I.13,8,,,(Unnamed),House
Pompeii,I.13,9,,,Casa di Lesbianus,House
Pompeii,I.13,10,,,,Tavern
Pompeii,I.13,11,,,(Unnamed),House
Pompeii,I.13,12,"13,14",,(Unnamed),House
Pompeii,I.13,15,,,,"Workshop?, Stable?"
Pompeii,I.13,16,,,(Unnamed),Tavern
Pompeii,I.14,1,"11,12,13,14,15? ",,(Unnamed),Inn
Pompeii,I.14,2,,,,"Workshop, Stable?"
Pompeii,I.14,3,,,,House
Pompeii,I.14,5,"4,10",,(Unnamed),House
Pompeii,I.14,7,6,,Casa del Larario del Sarno,House
Pompeii,I.14,9,8,,(Unnamed),Inn
Pompeii,I.14,15,,,,Tavern
Pompeii,I.15,1,,,(Unnamed),House
Pompeii,I.15,3,"2,4,6",,Casa della nave Europa,House
Pompeii,I.15,5,,,,Other
Pompeii,I.16,1,,,,-----
Pompeii,I.16,"2,a",connected to 3,,(Unnamed),House
Pompeii,I.16,3,,,(Unnamed),House
Pompeii,I.16,4,,,(Unnamed),House
Pompeii,I.16,5,"6,7 ",,,House
Pompeii,I.17,1,,,Casa di P. Axius,House
Pompeii,I.17,2,3,,(Unnamed),Inn
Pompeii,I.17,4,,,Casa degli archi,House
Pompeii,I.18,1,1.18; 1.19 NOT EXCAVATED,,,Shop
Pompeii,I.18,2,,,,House
Pompeii,I.18,3,,,,Workshop
Pompeii,I.18,4,,,,Workshop
Pompeii,I.19,"1,2",,,,House
Pompeii,I.19,3,1.18; 1.19 NOT EXCAVATED,,,House
Pompeii,I.19,4,,,,House
Pompeii,I.19,5,,,,House
Pompeii,I.19,6,,,,House
Pompeii,I.19,7,,,,House
Pompeii,I.19,8,,,,Shop ?
Pompeii,I.19,9,,,,House
Pompeii,I.19,10 - 13,,,,
Pompeii,I.20,1,"connected to 2,3",,Caupona del gladiatore e officina di lucerne,Vineyard?
Pompeii,I.20,"2,3",,,Officina di lucerne,Vineyard?
Pompeii,I.20,4,,,(Unnamed),House
Pompeii,I.20,5,,,(Unnamed),House
Pompeii,I.21,1,,,(Unnamed),"Other, House"
Pompeii,I.21,2,,,,Garden ? 
Pompeii,I.21,4,"3,5",,(Unnamed),House?
Pompeii,I.22,1,"2,3",,(Unnamed),?
Pompeii,II.1,2,,,,House
Pompeii,II.1,1,13,,(Unnamed),Tavern
Pompeii,II.1,3,"4,5,6,7",,Bottega con retrobottega,Commercial Building
Pompeii,II.1,6,,,,Tavern
Pompeii,II.1,9,"8,7a,b",,Casa del Larario di Ercole,House
Pompeii,II.1,10,,,(Unnamed),House
Pompeii,II.1,"11,12,7a ",,,Complesso di Riti magici,Garden
Pompeii,II.2,1,connected with 2,,,Tavern
Pompeii,II.2,2,"1, 3, 5-6",,Casa di D. Octavius Quartio,House
Pompeii,II.2,3,,,,Commercial Building
Pompeii,II.2,4,,,(Unnamed),House
Pompeii,II.3,3,"1,2",,Casa della Venere in conchiglia,House
Pompeii,II.3,4,4a,,Casa ,House
Pompeii,II.3,5,,,Caupona,Tavern
Pompeii,II.3,6,,,(Unnamed),Tavern?
Pompeii,II.3,"7,9",,,Bottega di vasaio e caupona con triclinio estivo,Garden
Pompeii,II.3,8,,,,Workshop
Pompeii,II.4,1,,,,Shop
Pompeii,II.4,2 - 12,,,Villa di Giulia Felice,Other
Pompeii,II.5,"1,2,3,4",,,,Other
Pompeii,II.6,1 - 11,,,,Public Space
Pompeii,II.7,1 - 10,,,Grande Palestra,Public Space
Pompeii,II.8,1,,,,Garden
Pompeii,II.8,"2,3",,,Caupona con abitazione,Tavern
Pompeii,II.8,"4,5",,,(Unnamed),"Workshop, Restaurant?"
Pompeii,II.8,6,,,(Unnamed),House
Pompeii,II.9,1,,,,House
Pompeii,II.9,2,,,,House
Pompeii,II.9,3,,,,House
Pompeii,II.9,4,,,,House
Pompeii,II.9,5,6,,Casa con osteria a giardino,House-- Inn?
Pompeii,III.1,1,,,,Shop
Pompeii,III.1,2,,,,Shop
Pompeii,III.1,3,,,,House
Pompeii,III.1,4,,,,Shop
Pompeii,III.1,5,,,,Shop
Pompeii,III.1,6,,,,House
Pompeii,III.2,1a,,,Casa detta di Trebius Valens,House
Pompeii,III.2,2,,,,---
Pompeii,III.2,3,,,,Workshop
Pompeii,III.3,1,,,,Workshop
Pompeii,III.3,3,"2,4,5",,,Workshop
Pompeii,III.3,6,,,Schola armaturarum,Other
Pompeii,III.4,1,a,,,Tavern
Pompeii,III.4,2,3,,Casa del Moralista o di C. Arrius Crescens,House
Pompeii,III.4,b,,,Casa di Pinarius Cerialis,House
Pompeii,III.4,c,d,,,---
Pompeii,III.4,e,,,,---
Pompeii,III.4,f,,,,---
Pompeii,III.5,1,,,,Workshop
Pompeii,III.5,2,,,,House
Pompeii,III.5,3,,,,Shop
Pompeii,III.5,4,,,,House
Pompeii,III.5,5,,,,Tavern
Pompeii,III.6,2,"1,3",,,House
Pompeii,III.6,4,,,,House
Pompeii,III.6,5,,,,Tavern
Pompeii,III.6,6,,,,Shop?
Pompeii,III.7,1,,,,Shop?
Pompeii,III.7,2,,,,House
Pompeii,III.7,3,,,,Shop
Pompeii,III.7,4,,,,"Workshop, Stable"
Pompeii,III.7,5,,,,---
Pompeii,III.7,6,7,,,Shop
Pompeii,III.8,2,1,,,House
Pompeii,III.8,3-5?,,,,House
Pompeii,III.8,6,7,,,House
Pompeii,III.8,8,9,,,House
Pompeii,III.9,1,,,,Workshop
Pompeii,III.9,2,,,,House
Pompeii,III.9,3,4,,,House
Pompeii,III.9,5,,,,Workshop? Tavern? 
Pompeii,III.9,6,,,,Shop
Pompeii,III.10,1,"2,3",,,Inn?
Pompeii,III.10,4,5,,,House
Pompeii,III.10,6,,,,Tavern
Pompeii,III.11,1,a,,,Tavern? 
Pompeii,III.11,2,3,,,House
Pompeii,III.11,"4,5,6,7,8",,,,"Workshop, Stable?"
Pompeii,IV.1,1,,,,--
Pompeii,IV.1,2,,,,--
Pompeii,IV.1,3,,,,--
Pompeii,IV.1,4,,,,--
Pompeii,IV.1,5,,,,--
Pompeii,IV.1,6,,,,--
Pompeii,IV.1,7,,,,--
Pompeii,IV.2,1,,,,--
Pompeii,IV.2,2,,,,--
Pompeii,IV.2,3,,,,--
Pompeii,IV.2,4,,,,--
Pompeii,IV.2,5,"6,7",,,--
Pompeii,IV.3,1,,,,--
Pompeii,IV.3,3,2,,,--
Pompeii,IV.3,4,,,,--
Pompeii,IV.3,5,,,,--
Pompeii,IV.3,6,,,,--
Pompeii,IV.3,7,,,,--
Pompeii,IV.3,8,9,,,--
Pompeii,IV.4,1,,,,--
Pompeii,IV.4,2,,,,--
Pompeii,IV.4,3,,,,--
Pompeii,IV.4,5,"4,6",,,--
Pompeii,IV.5,1,,,,--
Pompeii,IV.5,2,3,,,--
Pompeii,IV.5,4,,,,--
Pompeii,V.1,1,32,,,Tavern
Pompeii,V.1,2,,,,Tavern
Pompeii,V.1,4,,,,Workshop
Pompeii,V.1,5,,,,Workshop
Pompeii,V.1,7,"3,6,8,9",,Casa del Toro,House
Pompeii,V.1,13,,,,Tavern
Pompeii,V.1,"14,15,16",,,(Unnamed),"Workshop, Bakery"
Pompeii,V.1,17,,,,Workshop
Pompeii,V.1,18,"11,12",,Casa degli Epigrammi,House
Pompeii,V.1,19,,,,Shop
Pompeii,V.1,20,21,,,Shop
Pompeii,V.1,22,,,,Shop
Pompeii,V.1,24,,,,Shop
Pompeii,V.1,26,"23,25,27,10",,Casa di L. Caecilius Iucndus e casa annessa,House
Pompeii,V.1,28,,,Casa di M. Tofelanus Valens,Workshop
Pompeii,V.1,29,,,,Shop
Pompeii,V.1,30,,,(Unnamed),Shop
Pompeii,V.1,31,,,(Unnamed),Shop
Pompeii,V.2,1a,,,Casa della Regina Margherita,House
Pompeii,V.2,2,,,,Shop
Pompeii,V.2,3,,,,Tavern
Pompeii,V.2,4,,,Casa del Triclinio,House
Pompeii,V.2,5,,,,Shop
Pompeii,V.2,6,,,,Shop
Pompeii,V.2,7,,,(Unnamed),House
Pompeii,V.2,8,,,(Unnamed),Shop? 
Pompeii,V.2,9,,,,Shop
Pompeii,V.2,10,11,,,House
Pompeii,V.2,12,,,,Shop
Pompeii,V.2,13,,,(Unnamed),Tavern
Pompeii,V.2,14,,,(Unnamed),Tavern?
Pompeii,V.2,15,16,,(Unnamed),House
Pompeii,V.2,19,"17,18,20",,(Unnamed),Tavern
Pompeii,V.2,21,,,,House
Pompeii,V.2,b,c,,,Tavern
Pompeii,V.2,d,,,(Unnamed),House
Pompeii,V.2,e,,,(Unnamed),Tavern
Pompeii,V.2,f,,,(Unnamed),House
Pompeii,V.2,g,,,(Unnamed),House
Pompeii,V.2,h,,,Casa del Cenacolo,House
Pompeii,V.2,i,,,Casa delle nozze d'argento,House
Pompeii,V.3,1,2,,,"Workshop, Fullonica"
Pompeii,V.3,3,,,,Shop
Pompeii,V.3,4,,,Casa della soffitta,House
Pompeii,V.3,5,,,,Shop
Pompeii,V.3,6,,,(Unnamed),House
Pompeii,V.3,7,,,(Unnamed),House
Pompeii,V.3,8,,,(Unnamed),"Workshop, Bakery"
Pompeii,V.3,9,,,(Unnamed),House
Pompeii,V.3,10,,,(Unnamed),House
Pompeii,V.3,11,,,(Unnamed),House
Pompeii,V.3,12,,,(Unnamed),House
Pompeii,V.4,1,2,,,"Workshop, Bakery"
Pompeii,V.4,3,,,(Unnamed),House
Pompeii,V.4,4,,,,Shop
Pompeii,V.4,5,,,,Shop
Pompeii,V.4,7,"6,8",,(Unnamed),Tavern
Pompeii,V.4,9,,,(Unnamed),House
Pompeii,V.4,10,,,,House
Pompeii,V.4,13,12,,Casa delle Origini di Roma o di M. Fabius Secundus,House
Pompeii,V.4,a,11,,Casa di M. Lucretius Fronto,House
Pompeii,V.4,b,,,(Unnamed),House
Pompeii,V.4,c,,,(Unnamed),House
Pompeii,V.5,2,1,,,House
Pompeii,V.5,3,,,Caserma dei gladiatori,House
Pompeii,V.6,1,a,,(Unnamed),Tavern
Pompeii,V.6,b,,,,House
Pompeii,V.6,2,,,,---
Pompeii,V.6,3,,,,---
Pompeii,V.6,4,,,,---
Pompeii,V.6,5,,,,---
Pompeii,V.6,6,,,,---
Pompeii,V.6,"7,8,9",,,,---
Pompeii,V.6,10,11,,,---
Pompeii,V.6,12,13,,,---
Pompeii,V.6,14,,,,---
Pompeii,V.6,15,,,,---
Pompeii,V.6,16,,,,---
Pompeii,V.6,17,,,,---
Pompeii,V.6,18,,,,---
Pompeii,V.6,19,,,,---
Pompeii,V.7,1,,,,---
Pompeii,V.7,3,2,,,---
Pompeii,V.7,5,,,,---
Pompeii,V.7,6,,,(Unnamed),---
Pompeii,VI.1,1,,,,Inn
Pompeii,VI.1,"2,3,4",,,Termopolio,Tavern
Pompeii,VI.1,5,,,(Unnamed),Tavern
Pompeii,VI.1,7,"6,8,24,25,26",,Casa delle Vestali,House
Pompeii,VI.1,10,"9,23",,Casa del Chirurgo,House
Pompeii,VI.1,12,11,,,Shop
Pompeii,VI.1,13,22,,,"Workshop, Stable"
Pompeii,VI.1,15,"14,16,21",,,Shop
Pompeii,VI.1,17,,,,Tavern
Pompeii,VI.1,18,20,,,Tavern
Pompeii,VI.1,19,,,,Public Space
Pompeii,VI.2,1,32,,(Unnamed),Tavern
Pompeii,VI.2,2,,,,Shop
Pompeii,VI.2,4,"3,30,31 connected to 5",,Casa di Sallustio,House
Pompeii,VI.2,5,,,Termopolio,House
Pompeii,VI.2,6,,,,"House, Workshop, Bakery"
Pompeii,VI.2,7,8,,,Shop
Pompeii,VI.2,10,9,,(Unnamed),House
Pompeii,VI.2,11,,,(Unnamed),House
Pompeii,VI.2,12,,,(Unnamed),House
Pompeii,VI.2,13,,,(Unnamed),House
Pompeii,VI.2,14,,,Casa delle Amazzoni,House
Pompeii,VI.2,22,15,,Casa delle Danzatrici,House
Pompeii,VI.2,16,21,,(Unnamed),House
Pompeii,VI.2,17,20,,(Unnamed),House
Pompeii,VI.2,19,18,,(Unnamed),Inn
Pompeii,VI.2,24,23,,(Unnamed),House
Pompeii,VI.2,25,,,(Unnamed),House
Pompeii,VI.2,26,,,,Workshop
Pompeii,VI.2,27,,,,House
Pompeii,VI.2,28,,,,Inn?
Pompeii,VI.2,29,,,,Workshop?
Pompeii,VI.3,3,"1,2,27,28",,(Unnamed),"Workshop, Bakery"
Pompeii,VI.3,4,,,,Shop
Pompeii,VI.3,5,,,(Unnamed),Shop
Pompeii,VI.3,7,"6,25,26",,Accademia di Musica,"Other, House"
Pompeii,VI.3,8,,,,Shop
Pompeii,VI.3,9,,,,Shop
Pompeii,VI.3,10,11,,,House
Pompeii,VI.3,12,"13,22",,,Workshop
Pompeii,VI.3,15,14,,,House
Pompeii,VI.3,17,16,,,Shop
Pompeii,VI.3,18,"19,20",,,Tavern
Pompeii,VI.3,21,,,,House
Pompeii,VI.3,24,23,,,Shop
Pompeii,VI.4,1,2,,,Tavern
Pompeii,VI.4,3,4,,,Inn
Pompeii,VI.4,5,,,,Shop
Pompeii,VI.4,6,,,,Shop
Pompeii,VI.4,7,,,,Shop
Pompeii,VI.4,8,"9,10",,,Tavern
Pompeii,VI.4,11,12,,,House
Pompeii,VI.5,3,"1,2,22",,Casa di Nettuno,House
Pompeii,VI.5,4,,,(Unnamed),House
Pompeii,VI.5,5,"6,21",,"Casa dei Vasi di vetro, o del Granduca Michele",House
Pompeii,VI.5,7,,,(Unnamed),Garden
Pompeii,VI.5,8,20,,(Unnamed),House
Pompeii,VI.5,19,"9,10 ",,Casa dei Fiori,House
Pompeii,VI.5,14,11,,,House
Pompeii,VI.5,13,12,,Casa di Modesto,Tavern
Pompeii,VI.5,15,,,,"Workshop, Bakery"
Pompeii,VI.5,16,,,(Unnamed),House
Pompeii,VI.5,17,18,,Casa della Colonna etrusca,House
Pompeii,VI.6,1,"8,12,13",,Casa di Pansa,House
Pompeii,VI.6,2,,,,Shop
Pompeii,VI.6,3,,,,Shop
Pompeii,VI.6,4,5,,,"Workshop, Bakery"
Pompeii,VI.6,7,6,,,House
Pompeii,VI.6,9,,,,House
Pompeii,VI.6,10,10a,,,House
Pompeii,VI.6,11,,,,Public Building
Pompeii,VI.6,14,,,,House
Pompeii,VI.6,15,,,,House
Pompeii,VI.6,16,,,,House
Pompeii,VI.6,17,"18,19,20,21",,,"Workshop, Bakery"
Pompeii,VI.6,22,,,,Shop
Pompeii,VI.6,23,,,,Shop
Pompeii,VI.7,3,,,(Unnamed),House
Pompeii,VI.7,6,"4,5",,Casa d'Ercole,House
Pompeii,VI.7,7,,,,House
Pompeii,VI.7,8,"9,10,11,12",,Bottega del Profumiere,House
Pompeii,VI.7,13,14,,,Shop
Pompeii,VI.7,15,,,,House
Pompeii,VI.7,16,17,,(Unnamed),House
Pompeii,VI.7,18,"1,2",,Casa di Adone ferito,House
Pompeii,VI.7,19,,,Casa di Inaco e Io,House
Pompeii,VI.7,20,"21,22",,Casa dell' Argenteria,House
Pompeii,VI.7,23,,,Casa di Apollo,House
Pompeii,VI.7,25,24?,,(Unnamed),House
Pompeii,VI.7,26,,,,Workshop? 
Pompeii,VI.8,5,"3,4,6,7,8",,Casa del Poeta tragico,House
Pompeii,VI.8,9,"10,12,13",,,Tavern 
Pompeii,VI.8,11,,,,Shop ?
Pompeii,VI.8,14,,,,Sacred Space
Pompeii,VI.8,15,,,,Shop?
Pompeii,VI.8,16,,,,Shop
Pompeii,VI.8,17,,,,Shop
Pompeii,VI.8,18,,,,Shop
Pompeii,VI.8,19,,,,Shop
Pompeii,VI.8,21,"20,2",,Fullonica,House
Pompeii,VI.8,22,1,,Casa della Fontana grande,House
Pompeii,VI.8,23,24,,Casa della Fontana piccola,House
Pompeii,VI.9,1,14,,,Inn
Pompeii,VI.9,2,13,,Casa di Meleagro,House
Pompeii,VI.9,"3,5","4,10,11,12",,Casa del Centauro,House
Pompeii,VI.9,"6,7","8,9",,Casa dei Dioscuri,House
Pompeii,VI.10,1,19,,Caupona della Via di Mercurio,Tavern
Pompeii,VI.10,2,,,Casa dei cinque scheletri,House
Pompeii,VI.10,3,"4,18",,,Tavern
Pompeii,VI.10,5,,,,Shop
Pompeii,VI.10,6,17,,(Unnamed),House
Pompeii,VI.10,7,16,,Casa dell'ancora,House
Pompeii,VI.10,"11,14","8,9",,Casa del Naviglio,House
Pompeii,VI.10,10,,,,Shop
Pompeii,VI.10,12,,,,Shop
Pompeii,VI.10,13,,,,Shop
Pompeii,VI.10,15,,,,Shop
Pompeii,VI.11,1,2,,,Shop?
Pompeii,VI.11,3,,,,Garden
Pompeii,VI.11,4,17,,,Workshop
Pompeii,VI.11,15,"5,16",,,House
Pompeii,VI.11,6,13,,,Workshop
Pompeii,VI.11,7,,,,"House, Workshop ?"
Pompeii,VI.11,8,,,Casa del Labirinto,House
Pompeii,VI.11,9,10,,,House
Pompeii,VI.11,12,11,,(Unnamed),House
Pompeii,VI.11,14,,,,House
Pompeii,VI.11,19,"18,20",,(Unnamed),Inn? 
Pompeii,VI.12,2,"1,3,5,7,8",,Casa del Fauno,House
Pompeii,VI.13,2,"1,3,4, 20,21",,Casa del Gruppo dei vasi di vetro,House
Pompeii,VI.13,5,,,,Shop
Pompeii,VI.13,6,"8,9",,Casa del Forno di ferro,House
Pompeii,VI.13,7,,,,Shop
Pompeii,VI.13,10,11,,(Unnamed),House
Pompeii,VI.13,13,"14,18",,(Unnamed),House
Pompeii,VI.13,15,,,,Shop
Pompeii,VI.13,16,17,,(Unnamed),"House, Thermopolium"
Pompeii,VI.13,19,12,,Casa di Sextus Pompeius Axiochus,House
Pompeii,VI.14,1,44,,,Tavern 
Pompeii,VI.14,2,,,,shop
Pompeii,VI.14,3,,,,Shop
Pompeii,VI.14,4,,,,Shop
Pompeii,VI.14,5,,,Casa dei Cinque consolati,House
Pompeii,VI.14,6,,,,shop
Pompeii,VI.14,7,,,,shop
Pompeii,VI.14,8,9,,(Unnamed),House
Pompeii,VI.14,10,,,,Shop
Pompeii,VI.14,11,,,,Shop
Pompeii,VI.14,12,"13,16,17",,(Unnamed),House
Pompeii,VI.14,14,,,,Shop
Pompeii,VI.14,15,,,,Shop
Pompeii,VI.14,20,"18,19",,Casa di Vesonius Primus o di Orfeo,House
Pompeii,VI.14,21,22,,Fullonica di Vesonius Primus,"Workshop, Fullonica"
Pompeii,VI.14,24,23,,,Workshop
Pompeii,VI.14,25,,,(Unnamed),House
Pompeii,VI.14,26,,,,Shop
Pompeii,VI.14,27,,,,House
Pompeii,VI.14,28-32,,,Casa di Laocoonte con annessi taberna e panificio,House
Pompeii,VI.14,33,,,,Bakery
Pompeii,VI.14,34,,,(Unnamed),"Workshop, Bakery"
Pompeii,VI.14,35,36,,Caupona di Salvius,Tavern
Pompeii,VI.14,37,,,(Unnamed),Workshop
Pompeii,VI.14,38,,,(Unnamed),House
Pompeii,VI.14,39,,,(Unnamed),House
Pompeii,VI.14,40,,,(Unnamed),House
Pompeii,VI.14,42,41,,Casa dell' Imperatrice di Russia,House
Pompeii,VI.14,43,,,Casa degli Scienziati o Gran Lupanare,House
Pompeii,VI.15,1,27,,Casa dei Vettii,House
Pompeii,VI.15,2,26,,Casa di P. Crusius Faustus,House
Pompeii,VI.15,3,,,Fullonica di Mustius,"Workshop, Fullonica"
Pompeii,VI.15,5,"24,25",,Casa di M. Pupius Rufus,House
Pompeii,VI.15,6,,,(Unnamed),House
Pompeii,VI.15,7,8,,Casa del Principe di Napoli,House
Pompeii,VI.15,9,,,(Unnamed),House
Pompeii,VI.15,10,,,,Shop
Pompeii,VI.15,12,11,,,House
